tweet_id,text,language,type,bookmark_count,favorite_count,retweet_count,reply_count,view_count,created_at,client,hashtags,urls,media_type,media_urls
'2048616143158419642',@robkhenderson @DrewPavlou Wow,und,Reply,42,3574,148,234,110348,2026-04-27 00:12:04,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048615941655691336',@TurkeyBeaver @SpaceX ❤️🚀,qme,Reply,29,1911,123,265,73003,2026-04-27 00:11:16,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048435593244237849',"RT @undefined: 25% of very liberal people say political violence can “sometimes be justified.”

Among very conservative people it’s just 3%.

In other words, the far left is 8x more likely to support political violence as the far right.

Stop pretending this is a “both sides” problem. It’s not. https://t.co/ZpmoGDxipz",en,Retweet,2049,18748,5425,1063,1139024,2026-04-26 12:14:38,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HG2BUKOXUAAzVXX.jpg
'2048600964102246438',Grok Imagine https://t.co/mlYX1xVqUp,en,Tweet,5469,61829,8123,7461,36975880,2026-04-26 23:11:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/2048566132253286400/vid/avc1/1460x1080/1y7waoCAmttHufPu.mp4?tag=21
'2048600608039453060',@Dubflip Yup,und,Reply,194,25532,1079,335,214373,2026-04-26 23:10:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048598971631669491',@hayasaka_aryan 😂,qme,Reply,61,10371,234,272,176132,2026-04-26 23:03:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048589691054694406',"Curiosity &amp; adventure are my philosophy

https://t.co/kwigy1KsIZ",en,Tweet,1690,33181,5421,3962,18425119,2026-04-26 22:26:57,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,https://grok.com/share/bGVnYWN5_d70e0164-cced-4096-99cb-38604067aa7a,,
'1990613460376248400',"RT @undefined: The core argument of critical race theory is quite literally that any bad thing Blacks or other minorities do is white people's fault. The core argument of later-wave feminism is quite literally that any bad thing women do is men's fault.

I can point you to chapter and verse here, if you want - i.e., Kendi (2020: 12).

These are stupid and untenable ideologies.",en,Retweet,740,9505,1870,452,1028387,2025-11-17 21:50:07,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2048543344746250466',Remember this,en,Tweet,7128,267984,37617,6853,99674521,2026-04-26 19:22:48,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048543206720061869',@CynicalPublius He’s not smart,en,Reply,159,17045,726,1001,335901,2026-04-26 19:22:15,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048535299102265720',Grad school indoctrination camps,en,Tweet,2458,84925,9300,2803,58559820,2026-04-26 18:50:49,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048535115773415642',@magicsilicon Not much anymore,en,Reply,41,1611,122,215,74457,2026-04-26 18:50:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048532009610260872',@grok @DavidSacks @zerohedge Of course not,en,Reply,48,2100,129,95,261616,2026-04-26 18:37:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048531853666070635',@Kdbry7 @legitbrittFLA @KanekoaTheGreat 💯,qme,Reply,11,756,57,66,33184,2026-04-26 18:37:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048512831692452091',"RT @undefined: 🚨BREAKING: I found Cole Allen's archived tweets.

He predicted ""Kamala wins all swing states,"" compared Trump's win to “Nazis getting elected,” and moved to Bluesky.

The scary part: he retweeted every mainstream Democrat on this platform.

Thread below. 👇

What radicalized him were the same talking points repeated every day on the left.",en,Retweet,5301,61891,18284,2122,3942681,2026-04-26 17:21:33,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HG25xlnaUAE23OG.jpg
'2048390094529216982',"RT @undefined: How do you think the left redistributes wealth?

Violence

How do you think the left seizes the means of production?

Violence

How do you think they censor and surveil opponents?

Violence

What do you think the left means by “the struggle”?

Violence",en,Retweet,454,11620,2808,646,919072,2026-04-26 09:13:50,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048458934852186369',@dobroum 😂,qme,Reply,60,2511,157,356,108740,2026-04-26 13:47:23,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048448438715445382',"RT @undefined: In shocking news, calling your political opponents Nazis makes crazy people want to kill them. Who could have predicted this?",en,Retweet,608,41781,4928,1467,1913515,2026-04-26 13:05:40,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,,
'2048456433981591867',Accurate,en,Tweet,3873,82129,19403,3127,11210662,2026-04-26 13:37:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048453949381091634',RT @undefined: Falcon 9 launches 25 @Starlink satellites from California https://t.co/pLB0QbQrif,en,Retweet,236,9979,2274,768,1124583,2026-04-26 13:27:34,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,"https://pbs.twimg.com/media/HG2Q6XCaQAIN18u.jpg,https://pbs.twimg.com/media/HG2Q8xKbYAEpXbZ.jpg,https://pbs.twimg.com/amplify_video_thumb/2048452798183002114/img/yynfLUn87btUO6pm.jpg"
'2048428921536868583',"If they’re willing to die to assassinate, imagine what they will do if they gain political power",en,Tweet,14430,631651,94241,25514,95650719,2026-04-26 11:48:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048427420366324024',RT @undefined: Deployment of 25 @Starlink satellites confirmed,en,Retweet,87,6912,1294,486,1033721,2026-04-26 11:42:09,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2048271866914083172',Yeah,en,Tweet,6224,120556,18419,5664,20021122,2026-04-26 01:24:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'1840550305085141221',"RT @undefined: Saint Michael the Archangel, defend us in battle. Be our defense against the wickedness and snares of the Devil. May God rebuke him, we humbly pray, and do thou, O Prince of the heavenly hosts, by the power of God, cast into hell Satan, and all the evil spirits, who prowl about the world seeking the ruin of souls. Amen.",en,Retweet,31148,599341,141629,39345,36635160,2024-09-29 20:32:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/GYryv57W0AApHVk.jpg
'2048271324577952130',Major,ca,Tweet,8690,170536,21186,4720,38573002,2026-04-26 01:21:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048266495059181608',"RT @undefined: ""You can make an AI go insane if you force it to believe things that aren't true - AI must be maximally truth-seeking""

—Elon Musk https://t.co/G5knF69AH8",en,Retweet,392,8830,2128,1009,965407,2026-04-26 01:02:42,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",,,photo,https://pbs.twimg.com/media/HGzng1qbAAABcVf.jpg
'2048267000359874797',"RT @undefined: FSD v14.3.2 has been driving me all over LA tonight.

This build is f-ing incredible, smooth as butter and it’s fascinating how well it can handle complex traffic scenarios, road closures and tight roads. 

Best FSD build ever, holy shit. Tesla cooked here. https://t.co/WvOPJbTPNU",en,Retweet,129,4554,1158,293,751659,2026-04-26 01:04:42,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HGzn9YuawAAgm_1.jpg
'2048262166671950249',"RT @undefined: ""Left wing violence is the problem in America. Charlie Kirk was murde*ed by a left wing radical. President was almost kil*ed. We have a real crisis where there are far too many left wing people who don't want to disagree, but want to try kill their fellow citizens""

一 JD Vance https://t.co/0QaEqLrHLv",en,Retweet,672,33061,7478,1562,1220630,2026-04-26 00:45:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/2048262107158941696/vid/avc1/1680x1080/0WB7fuMJ5DEkrrkA.mp4?tag=21
'2048252497098080275',"RT @undefined: This is true only if you start after 9/11, exclude all BLM rioting, and count all killings by white prison gangs - but not minority ones like the Black Guerilla Family and La Raza (""The Race"") groups. 

Literally. That is how you get this data. The mere fact that probably 40% of all murders annually are committed by Black members of organized street gangs/organizations ought to call it into question.

Remember ""GIGO?""",en,Retweet,1068,11614,1997,277,1557033,2026-04-26 00:07:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2048270319689879903',@wil_da_beast630 Exactly,en,Reply,0,3555,158,165,87119,2026-04-26 01:17:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048234553311891865',"RT @undefined: ""In light of this evening's events, I ask that all Americans recommit with their hearts in resolving our differences peacefully."" - President Donald J. Trump 🇺🇸",en,Retweet,2494,134599,23333,9487,4797959,2026-04-25 22:55:46,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048234907965526306',Indeed it will,en,Tweet,2660,73004,10256,2253,50641204,2026-04-25 22:57:11,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048178828841722298',"RT @undefined: It’s astonishing just how big the AfD has grown in Germany.

The latest INSA poll has the party at a record-high 28%, twice the size of Germany’s social democratic party SPD.

The only other hard-right parties on this level or higher are FPÖ (🇦🇹 37%), RN (🇫🇷 34%) &amp; FdI (🇮🇹 28%) https://t.co/H7E7RIaxdi",en,Retweet,246,6308,1382,286,900934,2026-04-25 19:14:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HGyXycLbQAArGR8.jpg
'2047903265782898988',"RT @undefined: This is one you should watch on a big TV.

One of the most incredible corporate videos I ever have seen and I was with the GoPro video team the night it released its Hero 2 video that brought that company to an IPO.",en,Retweet,990,3300,952,169,1240648,2026-04-25 00:59:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048231443457880438',RT @undefined: The road to making life multiplanetary starts right here in Starbase.,en,Retweet,255,5642,1134,294,1172575,2026-04-25 22:43:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048232173518340399',@Oilfield_Rando @jnnfir 🎯,qme,Reply,0,8980,300,205,135452,2026-04-25 22:46:19,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048091775089160476',"RT @undefined: This door in Westminster Abbey is older than most modern nation-states. Made in the 1050s from an English oak, it's the only surviving Anglo-Saxon door in Britain. https://t.co/C5rkkxpiWs",en,Retweet,4119,69264,7611,1524,4738448,2026-04-25 13:28:25,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGxImmFacAA3ZHm.jpg
'2048227167490682887',@DavidShafer 💯,qme,Reply,56,8703,352,191,214518,2026-04-25 22:26:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048209919317356959',@InsiderWire Based,en,Reply,197,25762,827,812,582946,2026-04-25 21:17:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048209658234433719',@mattvanswol They are willing die to kill the democratically elected president,en,Reply,1189,100624,10616,3710,1890607,2026-04-25 21:16:51,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048154946067984504',@aaronburnett Starship will profoundly affect the destiny of humanity,en,Reply,178,8014,624,889,205098,2026-04-25 17:39:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047455998453936609',"RT @undefined: Starlink’s high-speed internet is available in your area.

Experience speeds up to 400+ Mbps to stream your favorite shows and sports, work from home, browse social media and more.",en,Retweet,121,3087,1137,346,2582871,2026-04-23 19:22:04,"<a href=""https://help.twitter.com/en/using-twitter/how-to-tweet#source-labels"" rel=""nofollow"">Ads Manager Next</a>",,,,
'2048154563467710754',"@Gfilche The NY Times is a relic of the past, a propaganda rag with no credibility and no ability to move the levers of power",en,Reply,66,2986,387,227,77336,2026-04-25 17:37:55,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048127910176010707',"RT @undefined: I asked ChatGPT and Grok the exact same question about gender transition surgeries

The difference is literally dangerous

ChatGPT: “Yes—you can transition!”

ChatGPT blindly encouraged it, while completely hiding the massive list of lifelong side effects, unproven medical procedures, complications, and medical baggage that comes with it

Grok said no, and gave the biological reality check that you cannot actually change your sex and also gave a completely uncensored breakdown of the lifetime of problems you'd face if you tried

One is so woke and programmed to hide reality and push gender indoctrination that it will literally drive you down a dark path that makes you regret your entire life and live with endless pain

Grok, on the other hand, gives you honest answers and tells you the truth - even when it hurts... because your life matters more than feelings. It doesn't simply agree with you on everything, especially when it's harmful to you

Switch to Grok. It's the most honest and truthful AI in the world",en,Retweet,830,8791,2366,864,963811,2026-04-25 15:52:00,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGxkSDwbAAAtqti.jpg
'2048135686541492599',"RT @undefined: On page twenty-six of “The Billionaire Tax” proposal in California, it explains how the state legislature can convert from a Billionaire Tax to an Everyone Tax without voter approval. 

They can also adjust the tax to be a yearly tax, not just one time…again, without your",en,Retweet,3148,36026,9913,1184,4312942,2026-04-25 16:22:54,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048117526538621337',RT @wil_da_beast630: Yes.,qst,Tweet,0,0,92,0,133045,2026-04-25 15:10:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048019200497639662',RT @undefined: And every single individual whose life was ruined by their lies.,en,Retweet,95,6196,1658,278,1120728,2026-04-25 08:40:02,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047960276386164989',"RT @undefined: The ADL is an Antiwhite Hate Group.

“The ADL was Caught Falsifying Statistics to Frame White Americans”. https://t.co/i36mF9E3MT",en,Retweet,591,11777,3411,471,1116196,2026-04-25 04:45:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,https://pbs.twimg.com/media/HGvRA71a4AAED_d.jpg
'2048069375295639601',RT @undefined: Yes they do.,en,Retweet,55,3226,921,158,1026975,2026-04-25 11:59:25,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",,,,
'2047938537849315699',"RT @undefined: “Diversity is strength, but only in the West. Not anywhere else!”",en,Retweet,189,5824,1270,222,960001,2026-04-25 03:19:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048087980913648120',"RT @undefined: Tested out the new Grok Imagine video model ✨

The speech, sound, and lip sync upgrades are really impressive. 

It works with lots of face angles, multiple speakers, pets - and the prompt adherence is quite strong.

A few clips I generated this morning (all one shots) 👇 https://t.co/XVcRjQyEsB",en,Retweet,228,2124,820,281,1055493,2026-04-25 13:13:20,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/2048087816878665728/vid/avc1/1904x1072/nfl_B2wAd4qiXzBB.mp4?tag=21
'2047736886525936057',"RT @undefined: Grok is better than Gemini even in Hebrew.

I asked exactly the same question about the Hubble Space Telescope, which was launched into space 36 years ago today.

Grok gave me a great summary with images, understood that I was speaking Hebrew, and responded perfectly.

Gemini thought I was speaking in some unidentified language, gave a short and boring answer with no images, and no timeline or playback controls like Grok has.",en,Retweet,97,3051,1069,367,1222661,2026-04-24 13:58:13,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,photo,"https://pbs.twimg.com/media/HGsF1l0WAAE_rML.jpg,https://pbs.twimg.com/media/HGsF1kzXMAA32-l.jpg"
'2048038176649036262',"RT @undefined: Grok Voice Think Fast 1.0 set the bar. #1 spot. A strong start.

67.3% on the board… others are way behind.

Not demos. Real calls getting handled.

Sales, support, actual outcomes.

Used by @Starlink. That says something.

@xAI @Grok https://t.co/jd9ASJi2kG",en,Retweet,146,2421,1051,342,1162002,2026-04-25 09:55:26,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/2048038057799299072/vid/avc1/1080x1080/TPFjkMYBKK_5tW_6.mp4?tag=21
'2048019710692995220',"RT @undefined: The Tesla ""T"" logo comes from Nikola Tesla's original electric motor patent btw

Pretty cool. https://t.co/vV1eZ1MaIk",en,Retweet,1911,21418,2735,516,1197956,2026-04-25 08:42:04,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGwGzVDbEAAsFhP.jpg
'2048039949287514512',@Chesschick01 😂,qme,Reply,63,10174,221,307,212314,2026-04-25 10:02:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048021752094093657',"RT @undefined: The Japanese railway privatization of 1987 stands as one of the most devastating defeats ever dealt to statist transportation mythology. The government split the bloated Japan National Railways into seven regional companies, sold them off, and watched private ownership transform a bankruptcy-bound disaster into the world's most efficient rail system.

JNR hemorrhaged money for decades before privatization. By 1987, the state railway carried debt equivalent to $200 billion in today's money while delivering mediocre service plagued by strikes and inefficiency. Politicians treated it as a jobs program rather than a transportation service. The predictable result: chronic losses, deteriorating infrastructure, and customer service that reflected government monopoly arrogance.

Private ownership changed everything overnight. The new JR companies slashed operating costs by 40% within five years while dramatically improving service quality. JR East alone now generates annual profits exceeding $3 billion. These companies invest billions in cutting-edge technology, maintain punctuality rates above 99%, and operate the world's most advanced high-speed rail networks. They achieved this without a single yen of operational subsidies.

The transformation reveals a core dynamic of transportation infrastructure: private companies must satisfy customers to survive, while government monopolies need only satisfy politicians. JR companies diversified into real estate, retail, and hospitality around their stations, creating integrated profit centers that cross-subsidize rail operations. Government railways never innovate this way because bureaucrats face no market pressure to generate returns.

Meanwhile, Amtrak burns through $2 billion in annual subsidies while delivering third-world service across most routes, and European state railways require massive taxpayer bailouts every few years to stay solvent.",en,Retweet,2622,15170,4127,750,1789499,2026-04-25 08:50:10,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,photo,https://pbs.twimg.com/media/HGwI6pGXAAAzagO.jpg
'2048039351863406736',https://t.co/BpmIpYrzqR,zxx,Tweet,11547,227041,35994,6532,26877678,2026-04-25 10:00:06,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/2047770206756311040/vid/avc1/1080x1920/G-DwbNU5LC6uqaAg.mp4?tag=21
'2048035037057048824',Exactly,en,Tweet,3446,104105,17385,3726,44909927,2026-04-25 09:42:58,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048021211565670509',RT @undefined: You can't trust Chat GPT. It is funding partisan left-wing groups while pretending to be 'unbiased.' https://t.co/UeKL8pFAbe,en,Retweet,169,3894,1245,253,925962,2026-04-25 08:48:01,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,video,https://video.twimg.com/amplify_video/2048021141898543104/vid/avc1/1818x1060/9k7Fm1nfgxLN19T2.mp4?tag=21
'2048017345000415744',"RT @undefined: Whoah, self-driving cars compete with airlines. I never considered that till now.",en,Retweet,1193,10813,1480,1018,3505446,2026-04-25 08:32:40,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2047967434460864915',RT @undefined: grok imagine is on another level now. the new model is unreal. go try it.,en,Retweet,78,1872,717,233,876765,2026-04-25 05:14:20,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047919288263073939',RT @undefined: We need Nuremberg trials for the monsters that enabled this. https://t.co/xGeJF0WOAs,en,Retweet,1765,34364,4321,614,947139,2026-04-25 02:03:01,"<a href=""https://buffer.com"" rel=""nofollow"">Buffer</a>",,,photo,https://pbs.twimg.com/media/HGurvYsWMAE4Q5r.jpg
'2048016229357478011',@AdamLowisz Exactly,en,Reply,0,1042,82,122,37806,2026-04-25 08:28:14,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048016137695138021',https://t.co/CHhHyQSxjR,zxx,Tweet,6544,64437,6733,2782,36025990,2026-04-25 08:27:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,video,https://video.twimg.com/amplify_video/2047850390763507712/vid/avc1/962x534/V4EBGftMcmDT6v4l.mp4?tag=21
'2047679753809805484',RT @undefined: I recently awarded Britain the coveted title of Stage 5 Suicidal Empath.  A just award.,en,Retweet,403,10365,2871,337,891503,2026-04-24 10:11:12,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,,,
'2048014013502517552',@mattyglesias 🤔,qme,Reply,0,801,75,143,46403,2026-04-25 08:19:25,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048007645471125653',The fact that I wasn’t funded by the SPLC proves I’m not a Nazi,en,Tweet,6882,401464,32101,13426,80552662,2026-04-25 07:54:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048011769377919082',"Checkmate, assholes",en,Reply,632,36628,3850,1671,1294444,2026-04-25 08:10:30,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048009661400457412',Their cover story is be,en,Tweet,723,24715,5143,957,6580940,2026-04-25 08:02:08,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048009215738839242',SPLC got better returns than Nancy Pelosi and inverse Cramer combined!,en,Tweet,4767,131107,28156,2540,16259366,2026-04-25 08:00:21,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048008745406386266',"Incentives explain outcomes. 

Actually eliminating hatred would end the existence of “anti-hate” groups, so groups like SPLC amplified hatred instead to get more donations.",en,Tweet,7826,160963,37174,5536,12902698,2026-04-25 07:58:29,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047751519081005282',"RT @undefined: But without racism, who will fund the Southern Poverty Law Center (and all the other thousands of far-left non-profits)?",en,Retweet,55,2749,668,150,421039,2026-04-24 14:56:22,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048007645471125653',The fact that I wasn’t funded by the SPLC proves I’m not a Nazi,en,Tweet,6882,401464,32101,13426,80552662,2026-04-25 07:54:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048007041688432706',Bingo 😂,es,Tweet,1475,138290,12457,2559,62713121,2026-04-25 07:51:43,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047720085419094087',"RT @undefined: It’s interesting that the Southern Poverty Law Centre gave money to the KKK.

What I also find interesting is that the KKK accepted it.

All collectivists together, eh?",en,Retweet,69,3108,737,144,412292,2026-04-24 12:51:27,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048006829532135533',The NAACP are buddies with SPLC. Both of them stoke hatred relentlessly.,en,Tweet,2633,146004,29615,3884,31447866,2026-04-25 07:50:52,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048006372487295473',💯,art,Tweet,1074,50011,6123,1045,60219596,2026-04-25 07:49:03,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048006216559812916',Exactly,en,Tweet,1364,51574,7201,824,27984224,2026-04-25 07:48:26,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048006003078070787',@TheAliceSmith 🎯,qme,Reply,0,1329,75,148,44148,2026-04-25 07:47:35,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047951717698834708',"RT @undefined: If the leftwing masterminds were half as smart as they think they are, they would realise that the collapse of the West they’re working towards will cause their collapse too.

If.",en,Retweet,101,3796,820,295,496696,2026-04-25 04:11:53,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047991445106106646',"RT @undefined: To me, one of the main lessons from SpaceX is that companies can continue to experience startup-like rates of progress as long as their founder doesn’t lose any of their intensity over a quarter of a century.",en,Retweet,150,2989,677,126,730471,2026-04-25 06:49:45,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048005250754224525',"RT @undefined: The ADL classifies a shitload of stuff as “right wing extremism” and almost nothing as “left wing extremism”. That is the heart of the problem. 

If white people killing black people, which is rare per capita, is classified as “right wing”, then, logically, blacks killing whites should be “left wing”, but they don’t count that at all!

The ADL pushes extreme anti-white propaganda, therefore they are a hate group. Plain and simple.",en,Retweet,302,8497,1733,435,498859,2026-04-25 07:44:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048005250754224525',"The ADL classifies a shitload of stuff as “right wing extremism” and almost nothing as “left wing extremism”. That is the heart of the problem. 

If white people killing black people, which is rare per capita, is classified as “right wing”, then, logically, blacks killing whites should be “left wing”, but they don’t count that at all!

The ADL pushes extreme anti-white propaganda, therefore they are a hate group. Plain and simple.",en,Reply,302,8497,1733,435,498859,2026-04-25 07:44:36,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2048001102914761205',Exactly,en,Tweet,1682,52702,11654,1692,8230656,2026-04-25 07:28:07,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",,,,
'2047966638020915595',RT @undefined: Louisiana high school senior Martha Odom killed in mall mass shooting raved about NYC spring break trip week before tragedy https://t.co/GHHiqkVkW8 https://t.co/c4J66Lb0Vn,en,Retweet,722,8155,1817,767,1225567,2026-04-25 05:11:10,"<a href=""http://www.socialflow.com"" rel=""nofollow"">SocialFlow</a>",,https://trib.al/noCtJsw,photo,https://pbs.twimg.com/media/HGvWzNtWUAAUzRq.jpg
'2047881181493121230',RT @undefined: Dramatically improved lip sync is now live on Grok Imagine (try it out at https://t.co/brv5pdlSra).,en,Retweet,107,2063,687,235,1071228,2026-04-24 23:31:36,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",,http://grok.com/imagine,,
